1.0,0.0,7.0,1.0,1.0,6.0,7.0,1.0,1.0,17.0,1.0,17.0,1.0,18.0,0.0,18.0,0.0,1.0,0.0,1.0,0.5,0.0,1.0,infant,17:1,17:1,Alleyne,18:0,18:0,0
1.0,0.0,6.0,1.0,1.0,6.0,2.0,1.0,1.0,17.0,1.0,17.0,1.0,13.0,0.0,13.0,0.0,4.0,0.0,1.0,0.5,0.0,1.0,infant,17:1,17:1,He,13:0,13:0,1
1.0,0.0,6.0,1.0,1.0,6.0,2.0,1.0,1.0,17.0,1.0,17.0,1.0,19.0,0.0,19.0,0.0,2.0,0.0,1.0,0.5,0.0,1.0,infant,17:1,17:1,He,19:0,19:0,1
1.0,0.0,6.0,1.0,1.0,6.0,2.0,1.0,1.0,17.0,1.0,17.0,1.0,22.0,0.0,22.0,0.0,5.0,0.0,1.0,0.5,0.0,1.0,infant,17:1,17:1,He,22:0,22:0,0
1.0,1.0,5.0,1.0,1.0,6.0,6.0,1.0,1.0,53.0,1.0,53.0,1.0,55.0,14.0,55.0,14.0,2.0,1.0,1.0,0.5,0.0,1.0,infant,53:1,53:1,infant,55:14,55:14,0
1.0,0.0,6.0,1.0,1.0,6.0,2.0,1.0,1.0,53.0,1.0,53.0,1.0,56.0,9.0,56.0,9.0,3.0,0.0,1.0,0.5,0.0,1.0,infant,53:1,53:1,he,56:9,56:9,0
1.0,0.0,6.0,1.0,1.0,6.0,2.0,1.0,1.0,55.0,14.0,55.0,14.0,56.0,9.0,56.0,9.0,1.0,0.0,1.0,0.5,0.0,1.0,infant,55:14,55:14,he,56:9,56:9,0
1.0,0.0,8.0,1.0,1.0,5.0,8.0,1.0,1.0,76.0,12.0,76.0,12.0,73.0,5.0,73.0,5.0,3.0,0.0,1.0,0.5,0.0,1.0,child,76:12,76:12,Terrance,73:5,73:5,0
1.0,0.0,7.0,1.0,1.0,7.0,2.0,1.0,1.0,18.0,0.0,18.0,0.0,13.0,0.0,13.0,0.0,5.0,0.0,1.0,0.5,0.0,1.0,Alleyne,18:0,18:0,He,13:0,13:0,0
1.0,0.0,7.0,1.0,1.0,7.0,2.0,1.0,1.0,18.0,0.0,18.0,0.0,19.0,0.0,19.0,0.0,1.0,0.0,1.0,0.5,0.0,1.0,Alleyne,18:0,18:0,He,19:0,19:0,0
1.0,0.0,7.0,1.0,1.0,7.0,2.0,1.0,1.0,18.0,0.0,18.0,0.0,22.0,0.0,22.0,0.0,4.0,0.0,1.0,0.5,0.0,1.0,Alleyne,18:0,18:0,He,22:0,22:0,0
1.0,1.0,6.0,1.0,1.0,7.0,5.0,1.0,1.0,38.0,0.0,38.0,0.0,40.0,0.0,40.0,0.0,2.0,1.0,1.0,0.5,0.0,1.0,Alleyne,38:0,38:0,Linda,40:0,40:0,0
1.0,0.0,7.0,1.0,1.0,7.0,2.0,1.0,1.0,38.0,0.0,38.0,0.0,36.0,0.0,36.0,0.0,2.0,0.0,1.0,0.5,0.0,1.0,Alleyne,38:0,38:0,He,36:0,36:0,0
1.0,0.0,7.0,1.0,1.0,7.0,2.0,1.0,1.0,38.0,0.0,38.0,0.0,41.0,0.0,41.0,0.0,3.0,0.0,1.0,0.5,0.0,1.0,Alleyne,38:0,38:0,He,41:0,41:0,0
1.0,0.0,7.0,1.0,1.0,5.0,7.0,1.0,1.0,40.0,0.0,40.0,0.0,44.0,0.0,44.0,0.0,4.0,0.0,1.0,0.5,0.0,1.0,Linda,40:0,40:0,Alleyne,44:0,44:0,0
1.0,0.0,7.0,1.0,1.0,7.0,2.0,1.0,1.0,44.0,0.0,44.0,0.0,41.0,0.0,41.0,0.0,3.0,0.0,1.0,0.5,0.0,1.0,Alleyne,44:0,44:0,He,41:0,41:0,0
1.0,0.0,7.0,1.0,1.0,7.0,2.0,1.0,1.0,44.0,0.0,44.0,0.0,44.0,12.0,44.0,12.0,0.0,0.0,1.0,0.5,0.0,1.0,Alleyne,44:0,44:0,he,44:12,44:12,0
1.0,0.0,7.0,1.0,1.0,7.0,2.0,1.0,1.0,44.0,0.0,44.0,0.0,45.0,18.0,45.0,18.0,1.0,0.0,1.0,0.5,0.0,1.0,Alleyne,44:0,44:0,he,45:18,45:18,0
1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,19.0,0.0,19.0,0.0,22.0,0.0,22.0,0.0,3.0,0.0,1.0,0.5,0.0,1.0,He,19:0,19:0,He,22:0,22:0,0
1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,41.0,0.0,41.0,0.0,44.0,12.0,44.0,12.0,3.0,0.0,1.0,0.5,0.0,1.0,He,41:0,41:0,he,44:12,44:12,0
1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,44.0,12.0,44.0,12.0,45.0,18.0,45.0,18.0,1.0,0.0,1.0,0.5,0.0,1.0,he,44:12,44:12,he,45:18,45:18,0
1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,25.0,0.0,25.0,0.0,22.0,0.0,22.0,0.0,3.0,1.0,1.0,0.5,0.0,1.0,His,25:0,25:0,He,22:0,22:0,1
1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,26.0,0.0,26.0,0.0,22.0,0.0,22.0,0.0,4.0,1.0,1.0,0.5,0.0,1.0,His,26:0,26:0,He,22:0,22:0,0
1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,27.0,0.0,27.0,0.0,22.0,0.0,22.0,0.0,5.0,1.0,1.0,0.5,0.0,1.0,His,27:0,27:0,He,22:0,22:0,0
1.0,0.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,39.0,0.0,39.0,0.0,44.0,12.0,44.0,12.0,5.0,0.0,1.0,0.5,0.0,1.0,His,39:0,39:0,he,44:12,44:12,0
1.0,0.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,40.0,0.0,40.0,0.0,44.0,12.0,44.0,12.0,4.0,0.0,1.0,0.5,0.0,1.0,His,40:0,40:0,he,44:12,44:12,0
1.0,0.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,40.0,0.0,40.0,0.0,45.0,18.0,45.0,18.0,5.0,0.0,1.0,0.5,0.0,1.0,His,40:0,40:0,he,45:18,45:18,0
1.0,0.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,41.0,0.0,41.0,0.0,45.0,18.0,45.0,18.0,4.0,0.0,1.0,0.5,0.0,1.0,His,41:0,41:0,he,45:18,45:18,0
0.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,25.0,0.0,25.0,0.0,26.0,0.0,26.0,0.0,1.0,0.0,1.0,0.5,0.0,1.0,His,25:0,25:0,His,26:0,26:0,1
0.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,25.0,0.0,25.0,0.0,27.0,0.0,27.0,0.0,2.0,0.0,1.0,0.5,0.0,1.0,His,25:0,25:0,His,27:0,27:0,0
0.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,25.0,0.0,25.0,0.0,28.0,0.0,28.0,0.0,3.0,0.0,1.0,0.5,0.0,1.0,His,25:0,25:0,His,28:0,28:0,0
0.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,25.0,0.0,25.0,0.0,29.0,0.0,29.0,0.0,4.0,0.0,1.0,0.5,0.0,1.0,His,25:0,25:0,His,29:0,29:0,0
0.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,25.0,0.0,25.0,0.0,29.0,3.0,29.0,3.0,4.0,0.0,1.0,0.5,0.0,1.0,His,25:0,25:0,his,29:3,29:3,0
0.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,25.0,0.0,25.0,0.0,30.0,0.0,30.0,0.0,5.0,0.0,1.0,0.5,0.0,1.0,His,25:0,25:0,His,30:0,30:0,0
0.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,26.0,0.0,26.0,0.0,27.0,0.0,27.0,0.0,1.0,0.0,1.0,0.5,0.0,1.0,His,26:0,26:0,His,27:0,27:0,1
0.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,26.0,0.0,26.0,0.0,28.0,0.0,28.0,0.0,2.0,0.0,1.0,0.5,0.0,1.0,His,26:0,26:0,His,28:0,28:0,0
0.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,26.0,0.0,26.0,0.0,29.0,0.0,29.0,0.0,3.0,0.0,1.0,0.5,0.0,1.0,His,26:0,26:0,His,29:0,29:0,0
0.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,26.0,0.0,26.0,0.0,29.0,3.0,29.0,3.0,3.0,0.0,1.0,0.5,0.0,1.0,His,26:0,26:0,his,29:3,29:3,0
0.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,26.0,0.0,26.0,0.0,30.0,0.0,30.0,0.0,4.0,0.0,1.0,0.5,0.0,1.0,His,26:0,26:0,His,30:0,30:0,0
0.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,26.0,0.0,26.0,0.0,31.0,0.0,31.0,0.0,5.0,0.0,1.0,0.5,0.0,1.0,His,26:0,26:0,His,31:0,31:0,0
